X_Acc,Y_Acc,Z_Acc,Activity,Semantic_Interpretation
-0.08,3.49,1.3075534,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
3.83,2.6,7.8861814,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-1.23,10.76,-0.14982383,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
1.99,6.93,12.9529505,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
6.74,17.12,-5.243834,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
0.11,3.02,2.982856,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
7.4,7.89,-4.14,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-0.65,4.4,-0.5,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-5.75,13.21,2.070293,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
0.15,8.66,0.53119355,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-3.36,6.85,0.88532263,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-15.85,-8.31,5.175732,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-0.08,9.19,1.7570249,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-0.27,1.12,1.607201,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
1.95,11.18,-3.9771416,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
0.313268,7.9270425,1.2666923,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-1.46,3.34,1.6480621,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
6.13,10.99,16.249075,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
0.46,12.11,0,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
2.83,10.57,2.5606253,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-2.26,2.49,-1.4573772,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
8.01,7.08,-2.8738933,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-1.33,5.9,3.9090397,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
5.09,8.62,5.47538,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-0.11,8.35,3.568531,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-2.4516625,9.615966,3.255263,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
8.5,18.77,8.853226,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
0.95,11.26,1.7297841,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-5.6,10.42,5.366417,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
1.31,7.67,-1.879608,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-0.19068487,14.2877445,2.070293,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
4.44,3.91,2.1792557,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
1.57,9.47,-1.879608,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
1.57,9.47,-1.879608,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-1.23,3.57,5.47538,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-2.5333846,3.486809,6.5513873,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
0.76,11.11,-3.636633,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
9.19,7.7,-2.7240696,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
4.44,9.92,8.921328,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
0,6.13,-1.3756552,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
12.68,12.98,0.14982383,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-0.3,9.51,0.46309182,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-1.61,3.45,-3.405087,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-1.23,6.28,1.0351465,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
8.28,7.74,-2.7921712,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
0.15,6.17,1.3756552,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
9.72,2.3,-0.14982383,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-1.73,7.97,4.2495484,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-9.62,10.12,1.607201,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
0.19,9.89,1.0351465,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
9.28,11.8,6.469665,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-0.08,11.84,1.4165162,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-0.53,9.77,1.4982382,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-10.53,7.63,0.89,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
